语言1名称1	语言1名称2	语言2名称1	语言2名称2	语言3名称1	语言3名称2
飞马座吧		飛馬座吧			
三角座吧		三角座吧			
天箭座吧		天箭座吧			
巨蟹座吧		巨蟹座吧			
白羊座吧		白羊座吧			
双子座吧		雙子座吧			
宝瓶座吧		寶瓶座吧			
室女座吧		室女座吧			
狮子座吧		獅子座吧			
金牛座吧		金牛座吧			
双鱼座吧		雙魚座吧			
摩羯座吧		摩羯座吧			
天蝎座吧		天蠍座吧			
天秤座吧		天秤座吧			
人马座吧		人馬座吧			
小马座吧		小馬座吧			
小犬座吧		小犬座吧			
天鹰座吧		天鷹座吧			
蛇夫座吧		蛇夫座吧			
巨蛇座吧		巨蛇座吧			
长蛇座吧		長蛇座吧			
麒麟座吧		麒麟座吧			
猎户座吧		獵戶座吧			
鲸鱼座吧		鯨魚座吧			
天坛座吧		天壇座吧			
绘架座吧		繪架座吧			
山案座吧		山案座吧			
天燕座吧		天燕座吧			
飞鱼座吧		飛魚座吧			
矩尺座吧		矩尺座吧			
剑鱼座吧		劍魚座吧			
时钟座吧		時鐘座吧			
杜鹃座吧		杜鵑座吧			
圆规座吧		圓規座吧			
蝘蜓座吧		蝘蜓座吧			
水蛇座吧		水蛇座吧			
凤凰座吧		鳳凰座吧			
孔雀座吧		孔雀座吧			
南极座吧		南極座吧			
天鹤座吧		天鶴座吧			
南冕座吧		南冕座吧			
大犬座吧		大犬座吧			
天鸽座吧		天鴿座吧			
乌鸦座吧		烏鴉座吧			
南鱼座吧		南魚座吧			
天兔座吧		天兔座吧			
船尾座吧		船尾座吧			
罗盘座吧		羅盤座吧			
船帆座吧		船帆座吧			
玉夫座吧		玉夫座吧			
波江座吧		波江座吧			
盾牌座吧		盾牌座吧			
天炉座吧		天爐座吧			
雕具座吧		雕具座吧			
巨爵座吧		巨爵座吧			
